"Populatie";"Geslacht";"Persoonskenmerken";"Reismotieven";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per jaar/Verplaatsingen (aantal)";"Gemiddeld per persoon per jaar/Afstand (reizigerskilometers)";"Gemiddeld per persoon per jaar/Reisduur (uren)"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022";"Nederland";"      72";"     699";"    35.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023";"Nederland";"      75";"     738";"    38.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Visite, logeren";"Waarde";"2018";"Nederland";"      94";"    1998";"    51.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Visite, logeren";"Waarde";"2019";"Nederland";"      75";"    1632";"    44.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Visite, logeren";"Waarde";"2020";"Nederland";"      69";"    1231";"    33.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Visite, logeren";"Waarde";"2021";"Nederland";"      75";"    1467";"    38.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Visite, logeren";"Waarde";"2022";"Nederland";"      73";"    1608";"    43.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Visite, logeren";"Waarde";"2023";"Nederland";"      82";"    1912";"    49.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2018";"Nederland";"     151";"    1541";"    85.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2019";"Nederland";"     155";"    1825";"    89.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2020";"Nederland";"     100";"     917";"    66.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2021";"Nederland";"     113";"    1129";"    75.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2022";"Nederland";"     148";"    1526";"    96.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2023";"Nederland";"     141";"    1568";"    80.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Toeren, wandelen";"Waarde";"2018";"Nederland";"      57";"     584";"    71.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Toeren, wandelen";"Waarde";"2019";"Nederland";"      59";"     640";"    79.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Toeren, wandelen";"Waarde";"2020";"Nederland";"      74";"     668";"    83.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Toeren, wandelen";"Waarde";"2021";"Nederland";"      88";"     768";"   109.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Toeren, wandelen";"Waarde";"2022";"Nederland";"      85";"     758";"   104.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Toeren, wandelen";"Waarde";"2023";"Nederland";"      87";"     868";"   112.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Overige reismotieven";"Waarde";"2018";"Nederland";"      75";"     982";"    30.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Overige reismotieven";"Waarde";"2019";"Nederland";"      68";"     764";"    25.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Overige reismotieven";"Waarde";"2020";"Nederland";"      72";"     871";"    26.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Overige reismotieven";"Waarde";"2021";"Nederland";"      71";"     745";"    29.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Overige reismotieven";"Waarde";"2022";"Nederland";"      67";"     602";"    26.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Overige reismotieven";"Waarde";"2023";"Nederland";"      75";"     780";"    27.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";"     877";"   11677";"   426.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";"     868";"   11425";"   417.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";"     768";"    7807";"   352.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";"     840";"    9559";"   428.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Totaal";"Waarde";"2022";"Nederland";"     894";"   10101";"   420.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Totaal";"Waarde";"2023";"Nederland";"     882";"   10369";"   422.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Van en naar het werk";"Waarde";"2018";"Nederland";"     185";"    3669";"    92.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Van en naar het werk";"Waarde";"2019";"Nederland";"     179";"    3151";"    84.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Van en naar het werk";"Waarde";"2020";"Nederland";"     135";"    2133";"    58.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Van en naar het werk";"Waarde";"2021";"Nederland";"     140";"    2377";"    62.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Van en naar het werk";"Waarde";"2022";"Nederland";"     138";"    2414";"    64.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Van en naar het werk";"Waarde";"2023";"Nederland";"     150";"    2826";"    75.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2018";"Nederland";"      24";"     621";"    14.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2019";"Nederland";"      45";"    1212";"    27.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2020";"Nederland";"      27";"     626";"    13.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2021";"Nederland";"      30";"     790";"    18.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2022";"Nederland";"      35";"     812";"    18.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2023";"Nederland";"      28";"     717";"    15.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2018";"Nederland";"      21";"     211";"     7.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2019";"Nederland";"      25";"     225";"     9.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2020";"Nederland";"      22";"     203";"     6.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2021";"Nederland";"      26";"     221";"     8.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2022";"Nederland";"      27";"     203";"     7.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2023";"Nederland";"      28";"     223";"     9.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2018";"Nederland";"     170";"     970";"    46.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2019";"Nederland";"     165";"     967";"    43.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2020";"Nederland";"     181";"     787";"    40.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2021";"Nederland";"     190";"     850";"    45.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2022";"Nederland";"     196";"     967";"    46.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2023";"Nederland";"     189";"    1023";"    48.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018";"Nederland";"      71";"     651";"    27.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019";"Nederland";"      72";"     669";"    29.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020";"Nederland";"      49";"     321";"    16.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021";"Nederland";"      45";"     387";"    18.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022";"Nederland";"      64";"     457";"    24.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023";"Nederland";"      64";"     505";"    24.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Visite, logeren";"Waarde";"2018";"Nederland";"      95";"    2092";"    47.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Visite, logeren";"Waarde";"2019";"Nederland";"      83";"    1597";"    38.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Visite, logeren";"Waarde";"2020";"Nederland";"      70";"    1095";"    30.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Visite, logeren";"Waarde";"2021";"Nederland";"      85";"    1524";"    40.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Visite, logeren";"Waarde";"2022";"Nederland";"      85";"    1533";"    38.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Visite, logeren";"Waarde";"2023";"Nederland";"      81";"    1287";"    34.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2018";"Nederland";"     155";"    1753";"    73.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2019";"Nederland";"     161";"    2102";"    80.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2020";"Nederland";"     112";"    1123";"    67.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2021";"Nederland";"     121";"    1460";"    79.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2022";"Nederland";"     151";"    1772";"    80.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2023";"Nederland";"     160";"    2035";"    85.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Toeren, wandelen";"Waarde";"2018";"Nederland";"      69";"     709";"    88.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Toeren, wandelen";"Waarde";"2019";"Nederland";"      61";"     698";"    77.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Toeren, wandelen";"Waarde";"2020";"Nederland";"      86";"     742";"    93.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Toeren, wandelen";"Waarde";"2021";"Nederland";"     110";"    1028";"   123.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Toeren, wandelen";"Waarde";"2022";"Nederland";"      99";"     910";"   108.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Toeren, wandelen";"Waarde";"2023";"Nederland";"      87";"     750";"    96.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Overige reismotieven";"Waarde";"2018";"Nederland";"      87";"    1001";"    28.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Overige reismotieven";"Waarde";"2019";"Nederland";"      77";"     803";"    26.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Overige reismotieven";"Waarde";"2020";"Nederland";"      87";"     777";"    26.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Overige reismotieven";"Waarde";"2021";"Nederland";"      93";"     922";"    31.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Overige reismotieven";"Waarde";"2022";"Nederland";"     100";"    1032";"    32.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Overige reismotieven";"Waarde";"2023";"Nederland";"      96";"    1005";"    31.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";"    1004";"   14633";"   475.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";"     980";"   15237";"   482.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";"     868";"   10065";"   397.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";"     912";"   11265";"   441.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2022";"Nederland";"     994";"   11732";"   450.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2023";"Nederland";"     997";"   12282";"   446.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Van en naar het werk";"Waarde";"2018";"Nederland";"     233";"    5186";"   122.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Van en naar het werk";"Waarde";"2019";"Nederland";"     215";"    4708";"   115.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Van en naar het werk";"Waarde";"2020";"Nederland";"     160";"    2890";"    71.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Van en naar het werk";"Waarde";"2021";"Nederland";"     161";"    3006";"    73.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Van en naar het werk";"Waarde";"2022";"Nederland";"     181";"    3356";"    86.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Van en naar het werk";"Waarde";"2023";"Nederland";"     191";"    3556";"    92.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2018";"Nederland";"      37";"    1173";"    23.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2019";"Nederland";"      57";"    1912";"    37.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2020";"Nederland";"      40";"    1079";"    24.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2021";"Nederland";"      40";"    1120";"    22.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2022";"Nederland";"      40";"    1038";"    22.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2023";"Nederland";"      47";"    1157";"    24.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2018";"Nederland";"      26";"     277";"     8.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2019";"Nederland";"      25";"     242";"     7.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2020";"Nederland";"      21";"     182";"     6.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2021";"Nederland";"      26";"     257";"     8.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2022";"Nederland";"      27";"     293";"     9.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2023";"Nederland";"      28";"     237";"     8.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2018";"Nederland";"     162";"    1077";"    42.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2019";"Nederland";"     164";"     941";"    39.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2020";"Nederland";"     178";"     845";"    38.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2021";"Nederland";"     185";"    1012";"    43.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2022";"Nederland";"     190";"    1015";"    45.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2023";"Nederland";"     186";"     998";"    43.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018";"Nederland";"      90";"     720";"    32.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019";"Nederland";"      88";"     814";"    34.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020";"Nederland";"      56";"     441";"    19.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021";"Nederland";"      57";"     458";"    21.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022";"Nederland";"      73";"     569";"    27.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023";"Nederland";"      69";"     613";"    26.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Visite, logeren";"Waarde";"2018";"Nederland";"      98";"    2037";"    44.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Visite, logeren";"Waarde";"2019";"Nederland";"      92";"    2262";"    49.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Visite, logeren";"Waarde";"2020";"Nederland";"      88";"    1460";"    38.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Visite, logeren";"Waarde";"2021";"Nederland";"      83";"    1416";"    34.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Visite, logeren";"Waarde";"2022";"Nederland";"      98";"    1588";"    40.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Visite, logeren";"Waarde";"2023";"Nederland";"      97";"    1763";"    42.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2018";"Nederland";"     195";"    2507";"    97.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2019";"Nederland";"     175";"    2258";"    88.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2020";"Nederland";"     129";"    1542";"    73.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2021";"Nederland";"     141";"    1690";"    87.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2022";"Nederland";"     179";"    2010";"    89.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2023";"Nederland";"     178";"    2129";"    88.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Toeren, wandelen";"Waarde";"2018";"Nederland";"      62";"     704";"    75.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Toeren, wandelen";"Waarde";"2019";"Nederland";"      61";"     652";"    72.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Toeren, wandelen";"Waarde";"2020";"Nederland";"      97";"     742";"    97.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Toeren, wandelen";"Waarde";"2021";"Nederland";"     108";"    1013";"   115.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Toeren, wandelen";"Waarde";"2022";"Nederland";"      97";"     794";"    96.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Toeren, wandelen";"Waarde";"2023";"Nederland";"      87";"     655";"    83.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Overige reismotieven";"Waarde";"2018";"Nederland";"     100";"     952";"    28.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Overige reismotieven";"Waarde";"2019";"Nederland";"     103";"    1449";"    38.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Overige reismotieven";"Waarde";"2020";"Nederland";"      99";"     884";"    28.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Overige reismotieven";"Waarde";"2021";"Nederland";"     111";"    1293";"    35.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Overige reismotieven";"Waarde";"2022";"Nederland";"     109";"    1070";"    33.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Overige reismotieven";"Waarde";"2023";"Nederland";"     114";"    1173";"    35.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";"    1054";"   16612";"   492.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";"    1021";"   16100";"   487.0"
